"subjid","condition","gamble_order_exp","type","reward","probability","choicenum","bdm","rt","payoffPos"
324,3,62,"1",1093,40,63,394,35.629,"top"
324,3,72,"1",1277,9,73,99,11.771,"top"
324,3,19,"1",475,30,20,56,20.162,"top"
324,3,74,"1",1307,97,75,1308,32.426,"top"
324,3,95,"1",1732,60,96,1300,13.743,"top"
324,3,3,"1",31,60,4,2,6.386,"top"
324,3,99,"1",1722,29,100,549,14.921,"top"
324,3,82,"1",1446,38,83,401,14.354,"top"
324,3,92,"1",1603,30,93,390,5.453,"top"
324,3,7,"1",101,61,8,49,7.397,"top"
324,3,26,"1",634,47,27,200,8.198,"top"
324,3,70,"1",1160,45,71,498,8.124,"top"
324,3,80,"1",1335,74,81,1114,12.106,"top"
324,3,63,"1",1128,100,64,1126,13.98,"top"
324,3,73,"1",1208,93,74,1110,13.704,"top"
324,3,18,"1",387,31,19,64,7.373,"top"
324,3,54,"1",969,39,55,246,7.997,"top"
324,3,41,"1",749,39,42,250,33.534,"top"
324,3,35,"1",696,87,36,510,5.403,"top"
324,3,47,"1",934,20,48,165,8.062,"top"
324,3,28,"1",597,54,29,258,9.47,"top"
324,3,98,"1",1722,99,99,1719,14.204,"top"
324,3,44,"1",803,1,45,0,6.574,"top"
324,3,96,"1",1667,54,97,808,10.844,"top"
324,3,38,"1",839,21,39,91,10.253,"top"
324,3,23,"1",550,32,24,130,31.293,"top"
324,3,61,"1",1013,19,62,161,9.23,"top"
324,3,87,"1",1511,71,88,1002,35.131,"top"
324,3,9,"1",172,16,10,37,6.94,"top"
324,3,79,"1",1142,25,80,192,11.493,"top"
324,3,39,"1",727,62,40,339,12.205,"top"
324,3,90,"1",1483,80,91,1188,14.336,"top"
324,3,69,"1",1076,22,70,184,11.675,"top"
324,3,64,"1",944,92,65,800,10.273,"top"
324,3,31,"1",687,39,32,235,15.52,"top"
324,3,20,"1",483,21,21,64,7.616,"top"
324,3,81,"1",1305,11,82,95,7.541,"top"
324,3,15,"1",363,69,16,173,12.256,"top"
324,3,34,"1",766,19,35,22,11.4,"top"
324,3,43,"1",763,30,44,223,9.934,"top"
324,3,91,"1",1623,69,92,1110,19.478,"top"
324,3,13,"1",281,42,14,87,24.108,"top"
324,3,10,"1",177,12,11,2,10.66,"top"
324,3,77,"1",1285,38,78,401,24.983,"top"
324,3,27,"1",521,1,28,0,6.24,"top"
324,3,83,"1",1462,57,84,704,14.812,"top"
324,3,33,"1",651,75,34,440,25.83,"top"
324,3,89,"1",1524,45,90,649,10.747,"top"
324,3,29,"1",662,24,30,130,18.553,"top"
324,3,94,"1",1625,69,95,1099,12.312,"top"
324,3,59,"1",1001,58,60,502,11.552,"top"
324,3,100,"1",1796,59,101,921,8.441,"top"
324,3,48,"1",874,30,49,196,22.529,"top"
324,3,1,"1",7,57,2,2,8.403,"top"
324,3,78,"1",1496,75,79,1048,22.803,"top"
324,3,2,"1",24,59,3,2,8.65,"top"
324,3,88,"1",1651,57,89,804,6.694,"top"
324,3,24,"1",542,52,25,235,5.016,"top"
324,3,16,"1",416,76,17,301,11.398,"top"
324,3,40,"1",752,2,41,0,5.821,"top"
324,3,22,"1",528,14,23,0,13.137,"top"
324,3,93,"1",1682,65,94,1107,16.739,"top"
324,3,58,"1",977,93,59,905,7.211,"top"
324,3,150,"center",1181,60,1,622,8.665,"top"
324,3,134,"1",2244,45,135,1002,12.577,"top"
324,3,133,"1",2234,73,134,1494,20.885,"top"
324,3,118,"1",1968,97,119,1913,12.673,"top"
324,3,155,"center",1019,39,6,312,15.535,"top"
324,3,167,"TL",43,94,8,22,5.469,"top"
324,3,135,"1",2223,70,136,1502,17.464,"top"
324,3,159,"center",1453,61,10,998,17.877,"top"
324,3,119,"1",1935,20,120,246,18.394,"top"
324,3,105,"1",1768,43,106,754,26.069,"top"
324,3,120,"1",2072,2,121,0,4.527,"top"
324,3,164,"BR",2161,15,5,2,7.874,"top"
324,3,139,"1",2316,73,140,1583,32.207,"top"
324,3,110,"1",1844,21,111,184,10.186,"top"
324,3,158,"center",1336,50,9,638,9.169,"top"
324,3,129,"1",2172,72,130,1378,25.037,"top"
324,3,171,"TR",2069,82,12,1595,8.663,"top"
324,3,148,"1",2461,37,149,800,38.982,"top"
324,3,114,"1",1947,54,115,940,7.903,"top"
324,3,106,"1",1744,50,107,800,15.678,"top"
324,3,160,"BL",297,12,1,2,3.593,"top"
324,3,102,"1",1795,47,103,746,10.118,"top"
324,3,115,"1",1990,78,116,1494,24.445,"top"
324,3,131,"1",2205,71,132,1424,12.283,"top"
324,3,142,"1",2383,69,143,1595,27.574,"top"
324,3,122,"1",2062,24,123,347,8.232,"top"
324,3,157,"center",1413,47,8,591,7.651,"top"
324,3,146,"1",2456,11,147,165,10.272,"top"
324,3,163,"BR",2326,12,4,91,19.452,"top"
324,3,170,"TR",2161,94,11,1990,12.409,"top"
324,3,116,"1",2001,61,117,1161,16.981,"top"
324,3,127,"1",2151,72,128,1444,16.129,"top"
324,3,151,"center",1116,50,2,498,14.409,"top"
324,3,154,"center",1423,42,5,498,8.615,"top"
324,3,108,"1",1775,14,109,29,9.968,"top"
324,3,125,"1",2145,59,126,1006,12.504,"top"
324,3,103,"1",1705,4,104,2,10.367,"top"
324,3,161,"BL",43,15,2,2,4.439,"top"
324,3,128,"1",2146,81,129,1692,15.8,"top"
324,3,168,"TL",174,82,9,111,12.849,"top"
324,3,132,"1",2195,33,133,591,6.519,"top"
324,3,153,"center",1494,40,4,510,9.604,"top"
324,3,113,"1",1924,83,114,1498,16.811,"top"
324,3,112,"1",1860,82,113,1452,20.446,"top"
324,3,162,"BL",174,3,3,0,5.433,"top"
324,3,165,"BR",2069,3,6,0,5.605,"top"
324,3,130,"1",2167,33,131,494,9.554,"top"
324,3,137,"1",2271,28,138,506,7.153,"top"
324,3,107,"1",1874,98,108,1855,8.492,"top"
324,3,117,"1",2007,60,118,1041,12.733,"top"
324,3,138,"1",2320,97,139,2304,13.506,"top"
324,3,156,"center",1143,43,7,401,18.164,"top"
324,3,144,"1",2448,53,145,1099,8.271,"top"
324,3,149,"1",2485,33,150,649,8.736,"top"
324,3,140,"1",2345,17,141,126,26.376,"top"
324,3,143,"1",2423,84,144,1998,17.474,"top"
324,3,126,"1",2133,21,127,242,4.896,"top"
324,3,147,"1",2463,64,148,1200,8.177,"top"
324,3,104,"1",1722,64,105,874,8.095,"top"
324,3,121,"1",1990,95,122,1944,6.259,"top"
324,3,111,"1",1872,15,112,2,5.147,"top"
324,3,169,"TR",2326,82,10,1831,17.313,"top"
324,3,123,"1",2078,13,124,14,6.176,"top"
324,3,124,"1",2062,58,125,1002,12.333,"top"
324,3,136,"1",2251,50,137,1002,7.243,"top"
324,3,101,"1",1745,56,102,851,10.323,"top"
324,3,166,"TL",297,82,7,111,6.188,"top"
324,3,141,"1",2321,66,142,1200,12.178,"top"
324,3,145,"1",2454,27,146,394,24.22,"top"
324,3,152,"center",1061,50,3,425,5.842,"top"
324,3,109,"1",1830,66,110,913,8.279,"top"
325,3,94,"1",1625,69,95,1405,18.69,"bottom"
325,3,9,"1",172,16,10,45,14.199,"bottom"
325,3,89,"1",1524,45,90,676,27.414,"bottom"
325,3,47,"1",934,20,48,304,23.158,"bottom"
325,3,76,"1",1234,16,77,293,38.926,"bottom"
325,3,85,"1",1560,33,86,855,14.652,"bottom"
325,3,61,"1",1013,19,62,394,8.05,"bottom"
325,3,18,"1",387,31,19,91,12.101,"bottom"
325,3,34,"1",766,19,35,134,14.339,"bottom"
325,3,10,"1",177,12,11,37,17.961,"bottom"
325,3,22,"1",528,14,23,95,10.337,"bottom"
325,3,86,"1",1508,83,87,1153,12.26,"bottom"
325,3,62,"1",1093,40,63,777,32.553,"bottom"
325,3,73,"1",1208,93,74,1176,9.323,"bottom"
325,3,83,"1",1462,57,84,971,12.809,"bottom"
325,3,91,"1",1623,69,92,1141,27.897,"bottom"
325,3,90,"1",1483,80,91,1200,8.454,"bottom"
325,3,77,"1",1285,38,78,665,21.433,"bottom"
325,3,35,"1",696,87,36,568,8.594,"bottom"
325,3,95,"1",1732,60,96,1211,12.462,"bottom"
325,3,5,"1",69,62,6,33,18.209,"bottom"
325,3,74,"1",1307,97,75,1281,8.442,"bottom"
325,3,40,"1",752,2,41,103,20.749,"bottom"
325,3,20,"1",483,21,21,99,9.559,"bottom"
325,3,67,"1",1170,29,68,363,11.45,"bottom"
325,3,59,"1",1001,58,60,688,12.215,"bottom"
325,3,57,"1",1046,78,58,952,12.518,"bottom"
325,3,21,"1",494,31,22,180,9.732,"bottom"
325,3,69,"1",1076,22,70,242,11.817,"bottom"
325,3,38,"1",839,21,39,304,18.17,"bottom"
325,3,41,"1",749,39,42,312,16.04,"bottom"
325,3,0,"1",3,8,1,2,14.64,"bottom"
325,3,39,"1",727,62,40,432,10.878,"bottom"
325,3,3,"1",31,60,4,22,8.395,"bottom"
325,3,71,"1",1278,100,72,1278,14.214,"bottom"
325,3,24,"1",542,52,25,347,12.48,"bottom"
325,3,26,"1",634,47,27,335,17.542,"bottom"
325,3,98,"1",1722,99,99,1719,26.488,"bottom"
325,3,48,"1",874,30,49,421,21.914,"bottom"
325,3,80,"1",1335,74,81,1006,13.618,"bottom"
325,3,42,"1",824,88,43,742,11.03,"bottom"
325,3,11,"1",190,69,12,157,16.354,"bottom"
325,3,70,"1",1160,45,71,626,25.994,"bottom"
325,3,33,"1",651,75,34,498,14.953,"bottom"
325,3,68,"1",1119,37,69,572,18.335,"bottom"
325,3,36,"1",784,4,37,41,14.489,"bottom"
325,3,100,"1",1796,59,101,1029,25.618,"bottom"
325,3,7,"1",101,61,8,68,17.278,"bottom"
325,3,56,"1",973,72,57,731,20.228,"bottom"
325,3,97,"1",1704,85,98,1382,9.365,"bottom"
325,3,25,"1",667,44,26,405,18.229,"bottom"
325,3,27,"1",521,1,28,18,7.895,"bottom"
325,3,46,"1",813,99,47,813,19.676,"bottom"
325,3,43,"1",763,30,44,250,9.586,"bottom"
325,3,12,"1",279,12,13,56,5.069,"bottom"
325,3,54,"1",969,39,55,510,10.47,"bottom"
325,3,92,"1",1603,30,93,874,16.482,"bottom"
325,3,37,"1",758,15,38,138,11.939,"bottom"
325,3,51,"1",898,74,52,564,11.261,"bottom"
325,3,72,"1",1277,9,73,134,9.585,"bottom"
325,3,31,"1",687,39,32,428,20.512,"bottom"
325,3,1,"1",7,57,2,4,15.262,"bottom"
325,3,64,"1",944,92,65,890,14.273,"bottom"
325,3,52,"1",877,31,53,421,24.315,"bottom"
325,3,30,"1",695,68,31,502,17.887,"bottom"
325,3,4,"1",78,7,5,14,12.531,"bottom"
325,3,13,"1",281,42,14,165,14.021,"bottom"
325,3,84,"1",1527,6,85,95,21.745,"bottom"
325,3,75,"1",1209,66,76,769,19.178,"bottom"
325,3,32,"1",615,37,33,262,14.387,"bottom"
325,3,78,"1",1496,75,79,1324,16.939,"bottom"
325,3,29,"1",662,24,30,188,10.713,"bottom"
325,3,96,"1",1667,54,97,944,25.829,"bottom"
325,3,79,"1",1142,25,80,374,11.405,"bottom"
325,3,93,"1",1682,65,94,917,32.865,"bottom"
325,3,82,"1",1446,38,83,777,12.481,"bottom"
325,3,87,"1",1511,71,88,1289,11.092,"bottom"
325,3,6,"1",83,32,7,29,24.633,"bottom"
325,3,14,"1",321,2,15,18,9.604,"bottom"
325,3,28,"1",597,54,29,370,20.752,"bottom"
325,3,88,"1",1651,57,89,944,17.698,"bottom"
325,3,53,"1",919,26,54,266,23.072,"bottom"
325,3,63,"1",1128,100,64,1128,12.118,"bottom"
325,3,60,"1",1039,84,61,909,29.626,"bottom"
325,3,99,"1",1722,29,100,696,15.067,"bottom"
325,3,81,"1",1305,11,82,169,7.899,"bottom"
325,3,58,"1",977,93,59,893,7.544,"bottom"
325,3,23,"1",550,32,24,239,15.877,"bottom"
325,3,45,"1",846,40,46,332,14.888,"bottom"
325,3,8,"1",110,57,9,64,15.908,"bottom"
325,3,50,"1",970,88,51,886,27.033,"bottom"
325,3,44,"1",803,1,45,99,9.15,"bottom"
325,3,49,"1",889,11,50,95,10.948,"bottom"
325,3,17,"1",359,2,18,84,10.725,"bottom"
325,3,65,"1",1111,7,66,142,6.447,"bottom"
325,3,55,"1",973,82,56,762,15.668,"bottom"
325,3,2,"1",24,59,3,18,17.8,"bottom"
325,3,16,"1",416,76,17,359,15.956,"bottom"
325,3,66,"1",1191,54,67,591,12.446,"bottom"
325,3,19,"1",475,30,20,223,12.285,"bottom"
325,3,15,"1",363,69,16,293,9.458,"bottom"
325,3,103,"1",1705,4,104,80,22.3,"bottom"
325,3,140,"1",2345,17,141,684,16.68,"bottom"
325,3,118,"1",1968,97,119,1959,18.873,"bottom"
325,3,121,"1",1990,95,122,1986,14.901,"bottom"
325,3,115,"1",1990,78,116,1878,16.321,"bottom"
325,3,133,"1",2234,73,134,1855,8.511,"bottom"
325,3,154,"center",1423,42,5,707,8.189,"bottom"
325,3,163,"BR",2326,12,4,258,10.045,"bottom"
325,3,169,"TR",2326,82,10,1839,15.202,"bottom"
325,3,119,"1",1935,20,120,432,11.465,"bottom"
325,3,106,"1",1744,50,107,959,17.064,"bottom"
325,3,132,"1",2195,33,133,742,7.679,"bottom"
325,3,112,"1",1860,82,113,1711,30.307,"bottom"
325,3,158,"center",1336,50,9,824,9.735,"bottom"
325,3,137,"1",2271,28,138,758,9.095,"bottom"
325,3,104,"1",1722,64,105,1017,25.498,"bottom"
325,3,130,"1",2167,33,131,723,5.03,"bottom"
325,3,161,"BL",43,15,2,8,20.395,"bottom"
325,3,136,"1",2251,50,137,1200,17.321,"bottom"
325,3,116,"1",2001,61,117,1320,17.735,"bottom"
325,3,165,"BR",2069,3,6,80,13.995,"bottom"
325,3,155,"center",1019,39,6,518,7.39,"bottom"
325,3,171,"TR",2069,82,12,1707,27.918,"bottom"
325,3,134,"1",2244,45,135,1378,8.942,"bottom"
325,3,160,"BL",297,12,1,37,18.155,"bottom"
325,3,152,"center",1061,50,3,576,9.905,"bottom"
325,3,139,"1",2316,73,140,1572,14.708,"bottom"
325,3,105,"1",1768,43,106,731,21.34,"bottom"
325,3,156,"center",1143,43,7,688,4.718,"bottom"
325,3,120,"1",2072,2,121,68,13.213,"bottom"
325,3,123,"1",2078,13,124,281,9.94,"bottom"
325,3,111,"1",1872,15,112,370,12.171,"bottom"
325,3,145,"1",2454,27,146,766,12.541,"bottom"
325,3,122,"1",2062,24,123,587,7.79,"bottom"
325,3,128,"1",2146,81,129,1754,22.25,"bottom"
325,3,144,"1",2448,53,145,1390,12.928,"bottom"
325,3,109,"1",1830,66,110,1234,21.324,"bottom"
325,3,151,"center",1116,50,2,618,10.625,"bottom"
325,3,170,"TR",2161,94,11,2060,13.406,"bottom"
325,3,166,"TL",297,82,7,177,25.42,"bottom"
325,3,141,"1",2321,66,142,1533,17.279,"bottom"
325,3,126,"1",2133,21,127,529,7.398,"bottom"
325,3,107,"1",1874,98,108,1839,6.762,"bottom"
325,3,150,"center",1181,60,1,781,13.661,"bottom"
325,3,168,"TL",174,82,9,142,14.47,"bottom"
325,3,110,"1",1844,21,111,421,13.829,"bottom"
325,3,153,"center",1494,40,4,607,12.768,"bottom"
325,3,146,"1",2456,11,147,289,14.03,"bottom"
325,3,108,"1",1775,14,109,266,9.519,"bottom"
325,3,135,"1",2223,70,136,2002,18.599,"bottom"
325,3,143,"1",2423,84,144,2025,8.592,"bottom"
325,3,129,"1",2172,72,130,1607,13.233,"bottom"
325,3,114,"1",1947,54,115,1072,11.646,"bottom"
325,3,142,"1",2383,69,143,1700,7.076,"bottom"
325,3,138,"1",2320,97,139,2265,12.422,"bottom"
325,3,127,"1",2151,72,128,1595,11.222,"bottom"
325,3,101,"1",1745,56,102,967,17.145,"bottom"
325,3,124,"1",2062,58,125,1331,13.067,"bottom"
325,3,157,"center",1413,47,8,766,10.139,"bottom"
325,3,149,"1",2485,33,150,727,12.179,"bottom"
325,3,117,"1",2007,60,118,1382,14.134,"bottom"
325,3,162,"BL",174,3,3,9,17.316,"bottom"
325,3,102,"1",1795,47,103,975,12.575,"bottom"
325,3,113,"1",1924,83,114,1599,6.516,"bottom"
325,3,167,"TL",43,94,8,39,14.09,"bottom"
325,3,164,"BR",2161,15,5,270,12.949,"bottom"
325,3,125,"1",2145,59,126,1184,11.328,"bottom"
325,3,159,"center",1453,61,10,952,14.086,"bottom"
325,3,148,"1",2461,37,149,952,12.472,"bottom"
325,3,147,"1",2463,64,148,1998,42.568,"bottom"
325,3,131,"1",2205,71,132,1661,9.756,"bottom"
326,3,63,"1",1128,100,64,2500,17.393,"top"
326,3,74,"1",1307,97,75,2486,5.436,"top"
326,3,12,"1",279,12,13,103,14.051,"top"
326,3,0,"1",3,8,1,6,9.82,"top"
326,3,86,"1",1508,83,87,2002,16.257,"top"
326,3,93,"1",1682,65,94,1506,8.49,"top"
326,3,21,"1",494,31,22,622,9.94,"top"
326,3,38,"1",839,21,39,301,16.818,"top"
326,3,8,"1",110,57,9,510,8.317,"top"
326,3,25,"1",667,44,26,618,9.624,"top"
326,3,61,"1",1013,19,62,363,7.22,"top"
326,3,39,"1",727,62,40,1502,17.894,"top"
326,3,73,"1",1208,93,74,2289,6.993,"top"
326,3,98,"1",1722,99,99,2498,9.848,"top"
326,3,16,"1",416,76,17,626,25.848,"top"
326,3,88,"1",1651,57,89,1300,13.127,"top"
326,3,76,"1",1234,16,77,401,13.757,"top"
326,3,94,"1",1625,69,95,1610,20.174,"top"
326,3,10,"1",177,12,11,149,8.951,"top"
326,3,58,"1",977,93,59,1250,25.079,"top"
326,3,9,"1",172,16,10,153,12.628,"top"
326,3,64,"1",944,92,65,1250,10.033,"top"
326,3,60,"1",1039,84,61,1242,7.085,"top"
326,3,37,"1",758,15,38,514,10.762,"top"
326,3,69,"1",1076,22,70,630,9.813,"top"
326,3,55,"1",973,82,56,1118,12.172,"top"
326,3,34,"1",766,19,35,525,12.016,"top"
326,3,32,"1",615,37,33,401,7.231,"top"
326,3,52,"1",877,31,53,696,10.056,"top"
326,3,15,"1",363,69,16,363,15.277,"top"
326,3,48,"1",874,30,49,684,12.33,"top"
326,3,46,"1",813,99,47,1014,11.962,"top"
326,3,50,"1",970,88,51,1149,13.421,"top"
326,3,44,"1",803,1,45,502,17.892,"top"
326,3,95,"1",1732,60,96,1568,14.156,"top"
326,3,47,"1",934,20,48,738,13.92,"top"
326,3,36,"1",784,4,37,463,5.563,"top"
326,3,2,"1",24,59,3,22,15.921,"top"
326,3,57,"1",1046,78,58,1006,51.241,"top"
326,3,99,"1",1722,29,100,1250,36.669,"top"
326,3,7,"1",101,61,8,99,28.351,"top"
326,3,49,"1",889,11,50,502,20.458,"top"
326,3,81,"1",1305,11,82,1010,8.778,"top"
326,3,43,"1",763,30,44,665,17.981,"top"
326,3,80,"1",1335,74,81,1277,13.008,"top"
326,3,75,"1",1209,66,76,1110,13.17,"top"
326,3,87,"1",1511,71,88,1421,9.225,"top"
326,3,77,"1",1285,38,78,773,10.497,"top"
326,3,28,"1",597,54,29,529,16.091,"top"
326,3,62,"1",1093,40,63,804,11.203,"top"
326,3,6,"1",83,32,7,80,10.657,"top"
326,3,83,"1",1462,57,84,1269,15.159,"top"
326,3,56,"1",973,72,57,967,9.299,"top"
326,3,4,"1",78,7,5,76,6.847,"top"
326,3,68,"1",1119,37,69,847,16.255,"top"
326,3,97,"1",1704,85,98,1669,14.733,"top"
326,3,22,"1",528,14,23,316,7.82,"top"
326,3,92,"1",1603,30,93,1110,11.406,"top"
326,3,18,"1",387,31,19,312,11.539,"top"
326,3,89,"1",1524,45,90,1266,13.192,"top"
326,3,42,"1",824,88,43,804,16.479,"top"
326,3,72,"1",1277,9,73,797,22.915,"top"
326,3,31,"1",687,39,32,494,18.261,"top"
326,3,17,"1",359,2,18,165,12.522,"top"
326,3,13,"1",281,42,14,196,20.192,"top"
326,3,26,"1",634,47,27,572,20.484,"top"
326,3,35,"1",696,87,36,692,5.826,"top"
326,3,90,"1",1483,80,91,1537,9.198,"top"
326,3,20,"1",483,21,21,347,16.256,"top"
326,3,59,"1",1001,58,60,928,13.464,"top"
326,3,67,"1",1170,29,68,940,8.132,"top"
326,3,91,"1",1623,69,92,1475,8.397,"top"
326,3,96,"1",1667,54,97,1386,26.646,"top"
326,3,70,"1",1160,45,71,851,13.511,"top"
326,3,30,"1",695,68,31,645,20.881,"top"
326,3,27,"1",521,1,28,200,18.058,"top"
326,3,65,"1",1111,7,66,564,11.822,"top"
326,3,79,"1",1142,25,80,781,11.907,"top"
326,3,33,"1",651,75,34,626,9.026,"top"
326,3,23,"1",550,32,24,405,9.135,"top"
326,3,1,"1",7,57,2,107,21.526,"top"
326,3,53,"1",919,26,54,785,14.736,"top"
326,3,78,"1",1496,75,79,1374,19.027,"top"
326,3,24,"1",542,52,25,479,9.985,"top"
326,3,40,"1",752,2,41,308,8.981,"top"
326,3,85,"1",1560,33,86,1254,27.101,"top"
326,3,66,"1",1191,54,67,963,26.364,"top"
326,3,11,"1",190,69,12,173,9.465,"top"
326,3,54,"1",969,39,55,704,9.363,"top"
326,3,71,"1",1278,100,72,2498,5.096,"top"
326,3,84,"1",1527,6,85,998,15.484,"top"
326,3,19,"1",475,30,20,332,9.155,"top"
326,3,100,"1",1796,59,101,1618,20.208,"top"
326,3,45,"1",846,40,46,700,10.639,"top"
326,3,41,"1",749,39,42,630,13.327,"top"
326,3,51,"1",898,74,52,870,13.17,"top"
326,3,5,"1",69,62,6,64,10.357,"top"
326,3,3,"1",31,60,4,626,14.378,"top"
326,3,82,"1",1446,38,83,1134,7.375,"top"
326,3,14,"1",321,2,15,138,7.393,"top"
326,3,29,"1",662,24,30,487,8.228,"top"
326,3,164,"BR",2161,15,5,1773,16.642,"top"
326,3,160,"BL",297,12,1,180,7.724,"top"
326,3,121,"1",1990,95,122,2500,16.367,"top"
326,3,110,"1",1844,21,111,1576,11.275,"top"
326,3,168,"TL",174,82,9,165,13.628,"top"
326,3,148,"1",2461,37,149,2068,12.274,"top"
326,3,111,"1",1872,15,112,1599,9.166,"top"
326,3,169,"TR",2326,82,10,2440,10.972,"top"
326,3,158,"center",1336,50,9,1262,12.513,"top"
326,3,154,"center",1423,42,5,1207,8.706,"top"
326,3,119,"1",1935,20,120,1653,11.96,"top"
326,3,136,"1",2251,50,137,1998,13.703,"top"
326,3,104,"1",1722,64,105,1630,13.199,"top"
326,3,130,"1",2167,33,131,1827,17.828,"top"
326,3,127,"1",2151,72,128,2037,9.27,"top"
326,3,101,"1",1745,56,102,1595,8.896,"top"
326,3,140,"1",2345,17,141,1843,8.236,"top"
326,3,143,"1",2423,84,144,2413,10.64,"top"
326,3,161,"BL",43,15,2,45,8.026,"top"
326,3,153,"center",1494,40,4,1258,15.169,"top"
326,3,159,"center",1453,61,10,1320,10.587,"top"
326,3,114,"1",1947,54,115,1824,11.183,"top"
326,3,141,"1",2321,66,142,2203,11.481,"top"
326,3,145,"1",2454,27,146,2006,8.841,"top"
326,3,131,"1",2205,71,132,2196,14.333,"top"
326,3,147,"1",2463,64,148,2362,8.56,"top"
326,3,102,"1",1795,47,103,1661,10.488,"top"
326,3,115,"1",1990,78,116,1994,7.051,"top"
326,3,122,"1",2062,24,123,1700,14.387,"top"
326,3,171,"TR",2069,82,12,2068,7.894,"top"
326,3,166,"TL",297,82,7,297,9.518,"top"
326,3,167,"TL",43,94,8,200,9.438,"top"
326,3,129,"1",2172,72,130,2130,10.324,"top"
326,3,138,"1",2320,97,139,2316,6.808,"top"
326,3,133,"1",2234,73,134,2199,11.445,"top"
326,3,165,"BR",2069,3,6,1510,12.896,"top"
326,3,117,"1",2007,60,118,1897,8.728,"top"
326,3,103,"1",1705,4,104,1320,12.322,"top"
326,3,106,"1",1744,50,107,1517,7.949,"top"
326,3,155,"center",1019,39,6,847,13.331,"top"
326,3,152,"center",1061,50,3,812,7.259,"top"
326,3,170,"TR",2161,94,11,2304,13.831,"top"
326,3,113,"1",1924,83,114,1909,8.122,"top"
326,3,135,"1",2223,70,136,2153,8.857,"top"
326,3,146,"1",2456,11,147,2099,8.343,"top"
326,3,105,"1",1768,43,106,1510,14.885,"top"
326,3,144,"1",2448,53,145,2254,12.609,"top"
326,3,150,"center",1181,60,1,1099,11.471,"top"
326,3,126,"1",2133,21,127,1700,15.378,"top"
326,3,108,"1",1775,14,109,1300,19.559,"top"
326,3,151,"center",1116,50,2,990,6.185,"top"
326,3,139,"1",2316,73,140,2219,7.041,"top"
326,3,125,"1",2145,59,126,2072,14.781,"top"
326,3,163,"BR",2326,12,4,1866,13.729,"top"
326,3,118,"1",1968,97,119,2079,9.642,"top"
326,3,123,"1",2078,13,124,1688,10.697,"top"
326,3,134,"1",2244,45,135,2130,8.179,"top"
326,3,132,"1",2195,33,133,1851,13.693,"top"
326,3,128,"1",2146,81,129,2002,9.962,"top"
326,3,112,"1",1860,82,113,1800,6.092,"top"
326,3,137,"1",2271,28,138,1835,10.767,"top"
326,3,157,"center",1413,47,8,1234,27.394,"top"
326,3,124,"1",2062,58,125,1990,9.59,"top"
326,3,149,"1",2485,33,150,2203,9.688,"top"
326,3,107,"1",1874,98,108,2002,10.761,"top"
326,3,116,"1",2001,61,117,1909,8.252,"top"
326,3,142,"1",2383,69,143,2172,4.955,"top"
326,3,162,"BL",174,3,3,157,7.876,"top"
326,3,120,"1",2072,2,121,1254,10.871,"top"
326,3,156,"center",1143,43,7,855,11.354,"top"
326,3,109,"1",1830,66,110,1672,7.672,"top"
327,3,12,"1",279,12,13,33,79.027,"bottom"
327,3,81,"1",1305,11,82,142,8.807,"bottom"
327,3,19,"1",475,30,20,192,24.504,"bottom"
327,3,43,"1",763,30,44,246,5.726,"bottom"
327,3,46,"1",813,99,47,812,12.303,"bottom"
327,3,27,"1",521,1,28,6,8.425,"bottom"
327,3,82,"1",1446,38,83,607,36.641,"bottom"
327,3,65,"1",1111,7,66,99,16.875,"bottom"
327,3,64,"1",944,92,65,924,12.193,"bottom"
327,3,67,"1",1170,29,68,351,10.084,"bottom"
327,3,15,"1",363,69,16,254,34.757,"bottom"
327,3,41,"1",749,39,42,343,11.07,"bottom"
327,3,35,"1",696,87,36,603,12.602,"bottom"
327,3,26,"1",634,47,27,304,11.451,"bottom"
327,3,1,"1",7,57,2,2,23.267,"bottom"
327,3,21,"1",494,31,22,200,14.232,"bottom"
327,3,51,"1",898,74,52,711,13.991,"bottom"
327,3,17,"1",359,2,18,10,16.011,"bottom"
327,3,60,"1",1039,84,61,866,16.277,"bottom"
327,3,55,"1",973,82,56,800,13.769,"bottom"
327,3,78,"1",1496,75,79,1114,53.821,"bottom"
327,3,45,"1",846,40,46,359,13.241,"bottom"
327,3,5,"1",69,62,6,49,16.201,"bottom"
327,3,69,"1",1076,22,70,250,11.597,"bottom"
327,3,100,"1",1796,59,101,1107,14.856,"bottom"
327,3,40,"1",752,2,41,18,21.831,"bottom"
327,3,90,"1",1483,80,91,1203,51.283,"bottom"
327,3,0,"1",3,8,1,2,11.717,"bottom"
327,3,71,"1",1278,100,72,1277,12.956,"bottom"
327,3,70,"1",1160,45,71,556,20.046,"bottom"
327,3,80,"1",1335,74,81,990,18.202,"bottom"
327,3,36,"1",784,4,37,33,16.934,"bottom"
327,3,92,"1",1603,30,93,490,11.855,"bottom"
327,3,91,"1",1623,69,92,1130,18.757,"bottom"
327,3,85,"1",1560,33,86,521,21.101,"bottom"
327,3,54,"1",969,39,55,390,11.737,"bottom"
327,3,74,"1",1307,97,75,1277,21.334,"bottom"
327,3,94,"1",1625,69,95,1227,53.677,"bottom"
327,3,2,"1",24,59,3,18,11.432,"bottom"
327,3,62,"1",1093,40,63,425,13.002,"bottom"
327,3,58,"1",977,93,59,924,14.687,"bottom"
